Year,Value,Longitude,Latitude,archiveType,ID,VariableName,Depth,Thickness
1909.5,-18.33,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4703.0,5.0
1909.43,-19.17,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4708.0,5.0
1909.36,-18.79,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4713.0,5.0
1909.29,-19.66,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4718.0,5.0
1909.21,-19.68,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4722.0,4.0
1909.14,-19.8,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4726.0,4.0
1909.07,-19.74,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4730.0,4.0
1909.0,-19.64,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4735.0,5.0
1908.91,-19.43,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4739.0,4.0
1908.82,-19.25,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4743.0,4.0
1908.73,-19.51,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4748.0,5.0
1908.64,-18.04,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4753.0,5.0
1908.55,-17.94,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4757.0,4.0
1908.45,-17.67,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4761.0,4.0
1908.36,-20.24,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4765.0,4.0
1908.27,-20.45,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4770.0,5.0
1908.18,-20.32,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4775.0,5.0
1908.09,-13.52,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4779.0,4.0
1908.0,-12.56,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4783.0,4.0
1907.93,-14.78,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4787.0,4.0
1907.86,-15.73,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4792.0,5.0
1907.79,-15.71,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4796.0,4.0
1907.71,-15.79,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4800.0,4.0
1907.64,-15.91,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4805.0,5.0
1907.57,-15.96,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4809.0,4.0
1907.5,-15.86,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4813.0,4.0
1907.43,-15.74,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4817.0,4.0
1907.36,-15.6,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4821.0,4.0
1907.29,-15.31,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4825.0,4.0
1907.21,-15.6,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4829.0,4.0
1907.14,-14.59,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4833.0,4.0
1907.07,-13.01,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4837.0,4.0
1907.0,-10.41,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4841.0,4.0
1906.92,-15.22,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4845.0,4.0
1906.85,-16.65,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4849.0,4.0
1906.77,-18.41,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4853.0,4.0
1906.69,-18.4,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4857.0,4.0
1906.62,-18.44,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4861.0,4.0
1906.54,-18.04,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4865.0,4.0
1906.46,-16.4,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4869.0,4.0
1906.38,-16.88,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4873.0,4.0
1906.31,-17.29,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4877.0,4.0
1906.23,-18.49,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4882.0,5.0
1906.15,-18.5,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4886.0,4.0
1906.08,-16.31,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4890.0,4.0
1906.0,-15.75,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4895.0,5.0
1905.9,-15.6,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4900.0,5.0
1905.8,-15.4,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4904.0,4.0
1905.7,-15.63,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4908.0,4.0
1905.6,-14.53,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4912.0,4.0
1905.5,-15.45,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4916.0,4.0
1905.4,-15.16,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4921.0,5.0
1905.3,-14.58,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4926.0,5.0
1905.2,-13.55,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4930.0,4.0
1905.1,-13.4,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4935.0,5.0
1905.0,-13.74,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4939.0,4.0
1904.9,-14.13,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4944.0,5.0
1904.8,-14.03,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4948.0,4.0
1904.7,-14.44,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4952.0,4.0
1904.6,-15.04,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4956.0,4.0
1904.5,-16.93,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4961.0,5.0
1904.4,-17.52,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4965.0,4.0
1904.3,-17.43,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4969.0,4.0
1904.2,-16.71,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4973.0,4.0
1904.1,-16.63,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4977.0,4.0
1904.0,-16.89,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4982.0,5.0
1903.86,-18.21,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4986.0,4.0
1903.71,-19.22,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4990.5,4.5
1903.57,-19.77,86.92,27.98,GlacierIce,IC03HORB01A,d18O,4995.5,5.0
1903.43,-20.22,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5000.0,4.5
1903.29,-18.81,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5004.0,4.0
1903.14,-18.74,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5009.0,5.0
1903.0,-19.12,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5013.0,4.0
1902.89,-20.01,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5018.0,5.0
1902.78,-20.35,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5022.5,4.5
1902.67,-20.22,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5027.0,4.5
1902.56,-18.29,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5032.0,5.0
1902.44,-20.23,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5037.0,5.0
1902.33,-20.31,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5041.0,4.0
1902.22,-19.15,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5046.0,5.0
1902.11,-17.66,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5050.0,4.0
1902.0,-15.98,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5054.0,4.0
1901.89,-15.96,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5058.0,4.0
1901.78,-15.78,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5062.0,4.0
1901.67,-15.92,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5066.0,4.0
1901.56,-14.62,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5070.0,4.0
1901.44,-15.88,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5075.0,5.0
1901.33,-16.0,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5080.0,5.0
1901.22,-15.81,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5085.0,5.0
1901.11,-15.39,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5090.0,5.0
1901.0,-14.69,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5095.0,5.0
1900.93,-19.43,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5099.0,4.0
1900.87,-22.22,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5103.0,4.0
1900.8,-22.09,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5107.0,4.0
1900.73,-21.74,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5111.0,4.0
1900.67,-21.64,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5115.0,4.0
1900.6,-21.37,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5120.0,5.0
1900.53,-21.1,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5124.0,4.0
1900.47,-20.76,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5128.0,4.0
1900.4,-20.33,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5133.0,5.0
1900.33,-19.93,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5137.0,4.0
1900.27,-19.76,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5142.0,5.0
1900.2,-19.21,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5146.0,4.0
1900.13,-18.39,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5150.0,4.0
1900.07,-18.54,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5154.0,4.0
1900.0,-16.79,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5158.0,4.0
1899.92,-18.87,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5162.0,4.0
1899.83,-19.25,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5166.0,4.0
1899.75,-20.12,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5170.0,4.0
1899.67,-20.24,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5174.0,4.0
1899.58,-19.33,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5178.0,4.0
1899.5,-20.24,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5182.0,4.0
1899.42,-20.66,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5186.0,4.0
1899.33,-19.42,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5190.0,4.0
1899.25,-20.91,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5194.0,4.0
1899.17,-19.88,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5198.0,4.0
1899.08,-19.15,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5203.0,5.0
1899.0,-18.94,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5207.0,4.0
1898.9,-20.91,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5211.0,4.0
1898.8,-21.15,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5216.0,5.0
1898.7,-21.16,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5220.0,4.0
1898.6,-20.92,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5224.0,4.0
1898.5,-18.63,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5228.0,4.0
1898.4,-16.15,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5233.0,5.0
1898.3,-19.29,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5238.0,5.0
1898.2,-20.05,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5243.0,5.0
1898.1,-20.01,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5248.0,5.0
1898.0,-19.98,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5252.0,4.0
1897.92,-19.59,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5256.0,4.0
1897.85,-19.68,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5260.0,4.0
1897.77,-19.61,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5264.0,4.0
1897.69,-19.54,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5267.5,3.5
1897.62,-20.28,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5271.0,3.5
1897.54,-20.09,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5275.0,4.0
1897.46,-20.28,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5279.0,4.0
1897.38,-20.19,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5283.0,4.0
1897.31,-21.11,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5287.0,4.0
1897.23,-20.61,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5290.0,3.0
1897.15,-19.01,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5294.0,4.0
1897.08,-18.59,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5297.0,3.0
1897.0,-18.29,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5301.0,4.0
1896.92,-18.92,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5304.0,3.0
1896.83,-18.88,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5309.0,5.0
1896.75,-20.11,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5313.0,4.0
1896.67,-21.35,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5318.0,5.0
1896.58,-20.26,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5323.0,5.0
1896.5,-20.07,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5328.0,5.0
1896.42,-20.0,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5333.0,5.0
1896.33,-19.49,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5337.0,4.0
1896.25,-19.45,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5341.0,4.0
1896.17,-18.77,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5345.0,4.0
1896.08,-18.76,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5349.0,4.0
1896.0,-18.13,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5353.0,4.0
1895.93,-20.14,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5357.0,4.0
1895.87,-20.4,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5361.0,4.0
1895.8,-19.82,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5365.0,4.0
1895.73,-20.47,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5369.0,4.0
1895.67,-20.38,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5373.0,4.0
1895.6,-19.46,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5377.0,4.0
1895.53,-19.13,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5382.0,5.0
1895.47,-19.98,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5386.0,4.0
1895.4,-18.75,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5390.0,4.0
1895.33,-20.39,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5394.0,4.0
1895.27,-18.33,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5398.0,4.0
1895.2,-16.58,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5402.0,4.0
1895.13,-16.52,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5406.0,4.0
1895.07,-16.6,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5410.0,4.0
1895.0,-14.76,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5415.0,5.0
1894.9,-15.23,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5419.0,4.0
1894.8,-15.91,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5423.0,4.0
1894.7,-17.78,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5427.0,4.0
1894.6,-18.61,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5431.0,4.0
1894.5,-18.11,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5435.0,4.0
1894.4,-19.12,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5439.0,4.0
1894.3,-17.59,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5443.0,4.0
1894.2,-14.95,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5447.0,4.0
1894.1,-14.46,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5451.0,4.0
1894.0,-13.83,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5455.0,4.0
1893.9,-14.16,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5459.0,4.0
1893.8,-15.06,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5463.0,4.0
1893.7,-15.69,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5467.0,4.0
1893.6,-15.73,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5471.0,4.0
1893.5,-16.16,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5475.0,4.0
1893.4,-18.94,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5479.0,4.0
1893.3,-20.13,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5484.0,5.0
1893.2,-18.6,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5487.0,3.0
1893.1,-10.46,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5490.0,3.0
1893.0,-10.22,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5494.0,4.0
1892.94,-10.54,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5497.0,3.0
1892.88,-16.27,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5500.0,3.0
1892.82,-14.54,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5504.0,4.0
1892.76,-19.14,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5507.0,3.0
1892.71,-19.02,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5510.0,3.0
1892.65,-18.83,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5513.0,3.0
1892.59,-19.06,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5516.0,3.0
1892.53,-19.0,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5519.0,3.0
1892.47,-18.79,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5522.0,3.0
1892.41,-18.02,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5525.0,3.0
1892.35,-17.18,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5528.0,3.0
1892.29,-14.24,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5532.0,4.0
1892.24,-11.06,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5536.0,4.0
1892.18,-10.22,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5540.0,4.0
1892.12,-12.59,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5544.0,4.0
1892.06,-9.0,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5548.0,4.0
1892.0,-8.87,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5552.0,4.0
1891.92,-12.17,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5556.0,4.0
1891.85,-12.46,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5560.0,4.0
1891.77,-16.44,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5564.0,4.0
1891.69,-16.59,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5568.0,4.0
1891.62,-16.59,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5572.0,4.0
1891.54,-16.51,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5576.0,4.0
1891.46,-16.35,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5580.0,4.0
1891.38,-16.06,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5584.0,4.0
1891.31,-12.43,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5588.0,4.0
1891.23,-12.4,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5592.0,4.0
1891.15,-13.5,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5596.0,4.0
1891.08,-12.11,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5600.0,4.0
1891.0,-13.22,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5604.0,4.0
1890.95,-14.88,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5608.0,4.0
1890.89,-16.84,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5612.0,4.0
1890.84,-16.44,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5616.0,4.0
1890.79,-15.6,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5620.0,4.0
1890.74,-14.92,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5624.0,4.0
1890.68,-14.91,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5628.0,4.0
1890.63,-14.89,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5632.0,4.0
1890.58,-15.05,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5636.0,4.0
1890.53,-14.75,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5640.0,4.0
1890.47,-14.64,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5644.0,4.0
1890.42,-15.01,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5648.0,4.0
1890.37,-15.82,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5652.0,4.0
1890.32,-17.17,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5656.0,4.0
1890.26,-17.16,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5660.0,4.0
1890.21,-16.56,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5664.0,4.0
1890.16,-17.56,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5668.0,4.0
1890.11,-17.05,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5672.0,4.0
1890.05,-16.62,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5676.5,4.5
1890.0,-16.42,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5681.0,4.5
1889.92,-17.54,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5685.5,4.5
1889.83,-18.71,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5690.0,4.5
1889.75,-18.58,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5694.5,4.5
1889.67,-19.31,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5699.0,4.5
1889.58,-19.39,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5703.5,4.5
1889.5,-19.76,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5708.0,4.5
1889.42,-19.64,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5712.5,4.5
1889.33,-19.8,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5717.0,4.5
1889.25,-20.09,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5721.5,4.5
1889.17,-20.4,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5726.0,4.5
1889.08,-20.44,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5730.0,4.0
1889.0,-15.83,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5735.0,5.0
1888.93,-17.54,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5739.0,4.0
1888.87,-17.81,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5743.0,4.0
1888.8,-18.68,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5747.0,4.0
1888.73,-19.08,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5752.0,5.0
1888.67,-19.06,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5756.0,4.0
1888.6,-19.46,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5760.0,4.0
1888.53,-20.0,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5765.0,5.0
1888.47,-20.9,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5769.0,4.0
1888.4,-20.39,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5773.0,4.0
1888.33,-19.58,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5777.0,4.0
1888.27,-20.32,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5781.0,4.0
1888.2,-18.99,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5785.0,4.0
1888.13,-18.38,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5790.0,5.0
1888.07,-17.82,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5794.0,4.0
1888.0,-17.67,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5799.0,5.0
1887.92,-17.74,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5803.0,4.0
1887.85,-19.88,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5807.0,4.0
1887.77,-19.64,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5812.0,5.0
1887.69,-19.61,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5817.0,5.0
1887.62,-19.27,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5822.0,5.0
1887.54,-18.78,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5826.0,4.0
1887.46,-17.94,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5830.0,4.0
1887.38,-17.12,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5834.0,4.0
1887.31,-14.89,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5838.0,4.0
1887.23,-14.54,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5843.0,5.0
1887.15,-13.25,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5848.0,5.0
1887.08,-12.14,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5853.0,5.0
1887.0,-11.78,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5858.0,5.0
1886.92,-15.8,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5863.0,5.0
1886.85,-15.18,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5868.0,5.0
1886.77,-14.9,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5873.0,5.0
1886.69,-15.36,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5878.0,5.0
1886.62,-15.7,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5883.0,5.0
1886.54,-15.52,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5887.0,4.0
1886.46,-14.68,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5891.0,4.0
1886.38,-13.11,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5896.0,5.0
1886.31,-15.04,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5900.0,4.0
1886.23,-16.89,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5904.0,4.0
1886.15,-16.62,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5909.0,5.0
1886.08,-20.25,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5913.0,4.0
1886.0,-20.49,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5917.0,4.0
1885.92,-20.46,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5921.0,4.0
1885.83,-19.9,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5925.0,4.0
1885.75,-19.53,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5930.0,5.0
1885.67,-19.2,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5934.0,4.0
1885.58,-18.19,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5938.0,4.0
1885.5,-18.25,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5942.5,4.5
1885.42,-17.53,86.92,27.98,GlacierIce,IC03HORB01A,d18O,5947.0,4.5
