Year_Bin,Realization,WPC1_norm
301,2,-0.12642907685770555
311,2,0.20466731442421737
321,2,0.7846535178360917
331,2,0.21654001279799703
341,2,-2.3637624333953258
351,2,-0.3731179141329751
361,2,0.16897584658751594
371,2,-0.2845099282247726
381,2,0.3692421748527096
391,2,1.6622728767315573
401,2,1.5874516520470325
411,2,0.28246105946952654
421,2,-0.3433272603087997
431,2,-0.599852789395687
441,2,-0.731195926146786
451,2,-0.39688723514255236
461,2,-0.04393604697619862
471,2,0.39304798556927645
481,2,0.6657798058910838
491,2,0.676167601061806
501,2,0.8495278440443206
511,2,2.1631681085975534
521,2,1.8484258029840857
531,2,1.5022485314563139
541,2,1.0531094153813818
551,2,0.8949945405649432
561,2,1.1095734606879433
571,2,0.68808348319523
581,2,-0.3194143809125199
591,2,-0.71566609588277
601,2,-0.6283237114975423
611,2,-0.6641890275983369
621,2,-0.6201107773798321
631,2,-0.3847077258254086
641,2,-0.006874147921237876
651,2,0.3606936728992684
661,2,0.7150061020742446
671,2,0.4083660737524115
681,2,-0.6898789546109352
691,2,-1.8670048304401992
701,2,-1.9439088471381345
711,2,-1.2362344806670973
721,2,-0.9713600335634313
731,2,-0.8281514498535488
741,2,-0.576665007270348
751,2,-0.36916713459287115
761,2,0.05911953556264088
771,2,0.7279319156037407
781,2,0.7052471308718077
791,2,-0.026284585463174238
801,2,0.014401764602241535
811,2,0.7091153048972676
821,2,1.0014298759592237
831,2,1.1301871538235966
841,2,1.2925828586539154
851,2,1.1425172778745862
861,2,0.6358611706527572
871,2,0.4721813147120718
881,2,0.5560039650516185
891,2,0.03169205890000561
901,2,-1.0123655900563586
911,2,-1.354544804110216
921,2,-1.0632903860844387
931,2,-0.5246228037194116
941,2,0.5297070509028969
951,2,1.1907703147312347
961,2,1.4064828075803701
971,2,1.483494890292981
981,2,1.1808361544360537
991,2,0.8592654659017176
1001,2,0.5021746475518196
1011,2,0.3195600654036147
1021,2,-0.400409302355992
1031,2,-0.3668607672938564
1041,2,-0.31246713445649305
1051,2,-0.18678997990640858
1061,2,-0.8357643927102765
1071,2,-2.3281945299760634
1081,2,-2.626556431521672
1091,2,-1.7955297963071186
1101,2,-1.5332985177355538
1111,2,-1.4827079627087634
1121,2,-0.8209889373728319
1131,2,0.2605288019956731
1141,2,0.7657381127909662
1151,2,0.7303961577854243
1161,2,1.1387291002146487
1171,2,1.823994525152897
1181,2,2.1109634496087857
1191,2,-0.8829429214701738
1201,2,-1.2462043691656446
1211,2,-1.6638603893460127
1221,2,-2.28585405717963
1231,2,-1.75083087192765
1241,2,0.10124264004473181
1251,2,0.780941826764033
1261,2,0.49858193736200407
1271,2,0.2176385634028724
1281,2,-0.5342747712172451
1291,2,-0.6666667096827436
1301,2,-0.056552674102598045
1311,2,-0.19634182652547252
1321,2,-0.8850981509379044
1331,2,-0.7941427860531504
1341,2,-0.0854272482571324
1351,2,0.5943533867481394
1361,2,2.092488524402134
1371,2,2.4163654131197547
1381,2,1.88948598851432
1391,2,0.5778018779477996
1401,2,0.5046663720255234
1411,2,1.6100697865987805
1421,2,1.3360817267603295
1431,2,-0.043754125784441565
1441,2,-0.3694030583704801
1451,2,0.01661932465378767
1461,2,0.07322639472679081
1471,2,0.11689094794500886
1481,2,-0.2634756638681514
1491,2,-1.2377181993270547
1501,2,-1.7791465378721234
1511,2,-1.9797993801430072
1521,2,-1.8112287991687845
1531,2,-1.0425838852004423
1541,2,-0.6645861836661042
1,3,0.16020186971885095
11,3,0.045175477168064665
21,3,-0.06985091538272162
31,3,0.12735434336788248
41,3,0.34098336529397083
51,3,0.5546123872200591
61,3,0.47792812551953495
71,3,0.40124386381901084
81,3,0.3245596021184866
91,3,0.6861225932687263
101,3,0.5382186492057732
111,3,0.39031470514282013
121,3,0.5546123872200591
131,3,0.3245295769572883
141,3,0.09444676669451738
151,3,-0.29996375080669085
161,3,0.209503184406502
171,3,1.0471445312494698
181,3,-0.06931936430742154
191,3,-0.6083573817276459
201,3,-0.8629770430707724
211,3,-0.9035801723986523
221,3,-0.4271440626451627
231,3,-0.37401544747187443
241,3,-0.701404432641802
251,3,-0.5841219928514032
261,3,-0.16287528895115247
271,3,0.052721546756236526
281,3,0.1635913848758356
291,3,0.08331563746073876
301,3,-0.28898053925749395
311,3,-0.538368011566239
321,3,-0.6992880556224425
331,3,0.18747859357684268
341,3,2.325304768325306
351,3,0.4533601553261611
361,3,-0.04756616990998244
371,3,0.36030954890660155
381,3,0.0752962844604604
391,3,-0.4353088405601604
401,3,-0.46333938566633515
411,3,-0.1403011972913196
421,3,0.11916682154334039
431,3,0.41768628272087
441,3,0.06021839789975034
451,3,-1.0887028358171056
461,3,-1.2304378075710334
471,3,-0.4475120149893939
481,3,-0.26067727593612405
491,3,-0.37482341214918424
501,3,-0.3087185276339984
511,3,-2.4617417093957785
521,3,-2.510419791002851
531,3,-1.4162186102294199
541,3,0.8104951970506902
551,3,1.3205765342559797
561,3,0.11436121594621972
571,3,0.11478867341415097
581,3,0.822580059936596
591,3,0.6731754302181847
601,3,0.041365251740437155
611,3,-0.29899208851849407
621,3,-0.5166811359503483
631,3,-0.5198400902534741
641,3,-0.16078699845057462
651,3,0.07485065445078755
661,3,0.2393391551479383
671,3,0.5865321240469608
681,3,0.321012969555681
691,3,1.050771597515448
701,3,1.1079770121184689
711,3,0.6837290593119345
721,3,0.572613002469488
731,3,0.5801109831333932
741,3,0.6761281484174695
751,3,0.9784856971120106
761,3,0.9320163124252161
771,3,0.5293765803235776
781,3,0.2662542246046176
791,3,0.039047573069857074
801,3,0.1586180761275147
811,3,0.7366950287221856
821,3,0.42110640218346496
831,3,-0.7811018388061872
841,3,-1.1227529766899178
851,3,-0.48666779517659164
861,3,-0.7129766487205353
871,3,-0.892619664798352
881,3,-1.0767557712960454
891,3,-1.2776856975250688
901,3,-1.4473356687864936
911,3,-1.08928258525463
921,3,-0.13081738699013395
931,3,0.2972762383056594
941,3,0.261648376214727
951,3,1.0313192840925
961,3,2.460817410785281
971,3,2.213690259471937
981,3,0.32580095241584883
991,3,-0.04912361948486214
1001,3,0.7713715321892578
1011,3,0.7214106006107321
1021,3,1.1278755046763769
1031,3,0.9870930157138506
1041,3,0.9083693919403103
1051,3,0.8580776968168192
1061,3,1.0206223850119363
1071,3,1.4496439157970384
1081,3,1.559702249624238
1091,3,1.3713521196923877
1101,3,1.0594708073582435
1111,3,0.49189543182502243
1121,3,-0.261235078082953
1131,3,-1.2180382969020642
1141,3,-1.1880149325752134
1151,3,-0.04534719652960849
1161,3,-0.5034347591167446
1171,3,-2.4364319126535587
1181,3,-2.365452510293336
1191,3,-2.846630479776251
1201,3,-1.8716865452433873
1211,3,-1.5865908073872579
1221,3,-1.7692171897203945
1231,3,-1.4442093128154385
1241,3,-0.8407540107323668
1251,3,-0.5337414127386031
1261,3,-0.4290236987380234
1271,3,0.041930411626398045
1281,3,0.8194016435990147
1291,3,0.6253991654074098
1301,3,-0.5417447012418593
1311,3,-0.4552678233805024
1321,3,0.7515581897801298
1331,3,0.9837157227687495
1341,3,0.574606642179975
1351,3,1.127711991514566
1361,3,2.128624575418082
1371,3,2.447055642939634
1381,3,1.8796680260652958
1391,3,0.5059378686737386
1401,3,0.15678226205936488
1411,3,0.7512053076543204
1421,3,1.0295363379728093
1431,3,1.3335801751222172
1441,3,1.08845078898226
1451,3,0.0725568481178703
1461,3,-0.30409791020983384
1471,3,-0.16842837801297664
1481,3,-0.6422660801816353
1491,3,-1.5278217522236852
1501,3,-1.9540987385178727
1511,3,-2.039414284559153
1521,3,-1.8983558538981005
1531,3,-1.356580375530679
1541,3,-1.0952485413280648
1,4,-0.036283748888070136
11,4,-0.036283748888070136
21,4,-0.036283748888070136
31,4,-0.036283748888070136
41,4,-0.036283748888070136
51,4,-0.036283748888070136
61,4,0.030041338998480223
71,4,0.09636642688503055
81,4,0.1626915147715809
91,4,-0.2684934925949948
101,4,-0.16897503100631278
111,4,-0.06945656941763079
121,4,0.361666778431232
131,4,0.24559273633662612
141,4,0.12951869424202025
151,4,0.49435806054947473
161,4,0.34511119792530814
171,4,1.0766310209512944
181,4,0.08233915798882038
191,4,-0.3001397885664392
201,4,-0.3256158106136363
211,4,-0.34635569134328104
221,4,-0.0964900388092468
231,4,-0.1158032767088001
241,4,-0.41883719136856706
251,4,-0.7607586250010471
261,4,-1.2639667975640996
271,4,-1.1341414275816188
281,4,-0.2912658386920404
291,4,0.3899673731807896
301,4,1.0825244271869987
311,4,0.43968618311687235
321,4,-1.8203952594034594
331,4,-1.846396448170475
341,4,-1.605544282025446
351,4,-1.3122483109450593
361,4,-0.9291658220507538
371,4,-0.3675826479656567
381,4,-0.48408857359200813
391,4,-1.3824972960766453
401,4,-1.0360398744564094
411,4,0.46829940422148253
421,4,0.5239419532121895
431,4,-0.6228108093003675
441,4,-0.5934651655416731
451,4,0.2615143229571868
461,4,0.19747490487438868
471,4,-0.4859872441173742
481,4,-0.45530610239870045
491,4,0.09174657712029358
501,4,0.5935478041314408
511,4,1.2376206991867005
521,4,2.037548606727956
531,4,1.8468944648206724
541,4,0.8840685194942539
551,4,0.4106474018939483
561,4,0.1950018153462324
571,4,0.4558574072652858
581,4,1.4478382718831662
591,4,1.1693667837123072
601,4,-0.38961282786207047
611,4,-1.144750248143986
621,4,-1.4374363842105662
631,4,-1.557329072818172
641,4,-1.1442612790831024
651,4,-0.7001452477577099
661,4,-0.1682496505060502
671,4,-0.365798361242901
681,4,-0.1778689507105691
691,4,0.3284246288205224
701,4,0.8521445928297389
711,4,1.5422182986755184
721,4,1.4807573201567028
731,4,0.5089949353927052
741,4,0.20846512181822333
751,4,0.40057448539552876
761,4,0.24985038661967388
771,4,0.0051280374444361435
781,4,-0.0928821006466855
791,4,-0.12024650861086168
801,4,0.1592130157237856
811,4,0.8054458246467555
821,4,0.49629012686064905
831,4,-0.8073505365820453
841,4,-1.3405734624947603
851,4,0.5135168563195744
861,4,0.4638385562343681
871,4,0.09566008897190106
881,4,-0.6046849943624896
891,4,-0.6479178485209667
901,4,-0.006103553042032617
911,4,0.035918086002253644
921,4,-0.36107422041620724
931,4,-0.5251147457458614
941,4,-0.6547547191674941
951,4,0.20006351171821055
961,4,2.2199309101812634
971,4,1.8406289611977473
981,4,-0.9441341830590312
991,4,-1.3176722451515586
1001,4,0.21991974705634165
1011,4,0.333335349900704
1021,4,0.9166650985479358
1031,4,0.37296734057053205
1041,4,-0.04311679020973122
1051,4,-0.5291162514647196
1061,4,0.08935788067425617
1071,4,2.024123282263967
1081,4,2.3805620173893005
1091,4,1.3021396078001335
1101,4,0.6168284395535594
1111,4,-0.2082706647941597
1121,4,-0.426707676567515
1131,4,0.25419670290603247
1141,4,0.4163982306448675
1151,4,0.2659017252702509
1161,4,0.009625827507852965
1171,4,-0.5982716780128818
1181,4,-1.3838105139381776
1191,4,0.8314870514894391
1201,4,1.855606458018105
1211,4,1.9166948685002787
1221,4,1.2724796499490745
1231,4,1.2265837741972812
1241,4,1.5164370241088703
1251,4,1.3455620203815633
1261,4,0.860052363419562
1271,4,0.16743745079767575
1281,4,-0.8735702427578053
1291,4,-1.1912708743398135
1301,4,-0.7190260888611015
1311,4,-0.5896114918758911
1321,4,-0.5872544200381913
1331,4,-0.98627029426123
1341,4,-2.0067774315782563
1351,4,-2.472428898436011
1361,4,-3.1995583401297445
1371,4,-2.9407766355446654
1381,4,-1.9280386215549143
1391,4,-0.08941201880763569
1401,4,0.21201277264764026
1411,4,-1.1138641577041632
1421,4,-1.3294304376561694
1431,4,-0.8643808420222056
1441,4,-0.724468295450706
1451,4,-0.4938853285189631
1461,4,-0.06909790254096719
1471,4,0.4955831141741537
1481,4,0.7112222785069395
1491,4,0.5447103176544273
1501,4,0.7600185931506225
1511,4,1.2771406898037765
1521,4,1.5692297434591582
1531,4,1.7493771340544404
1541,4,1.9173227990205712
1,5,0.021027936456863894
11,5,0.021027936456863894
21,5,0.021027936456863894
31,5,0.021027936456863894
41,5,0.021027936456863894
51,5,0.021027936456863894
61,5,0.021027936456863894
71,5,0.021027936456863894
81,5,0.021027936456863894
91,5,0.021027936456863894
101,5,0.021027936456863894
111,5,0.021027936456863894
121,5,0.22903056830662144
131,5,0.003673870722653333
141,5,-0.22168282686131474
151,5,-0.013680195011557194
161,5,0.09035189053341772
171,5,-0.0033605879065432658
181,5,0.6024190098368098
191,5,0.6046378419040952
201,5,0.16098645087240918
211,5,0.04501259853654297
221,5,0.09467012812221919
231,5,-0.44599822566247277
241,5,-1.5228084818700651
251,5,-1.538148908835127
261,5,-0.5163501813482745
271,5,0.31350299224870676
281,5,1.2620212130172208
291,5,0.8735757927616836
301,5,-1.1706786747806248
311,5,-1.3145590906940035
321,5,0.23177126189200717
331,5,0.28396749728630427
341,5,0.10011002002759263
351,5,-0.9349852848408303
361,5,-0.8772697115466374
371,5,0.029458847386897684
381,5,0.04752230144030881
391,5,-0.5651091472294024
401,5,-1.0654914056142706
411,5,-1.7290657730461418
421,5,-0.7833694009842426
431,5,2.0173840811421875
441,5,2.1897036103922654
451,5,-0.1028003248839917
461,5,-0.7497612485168947
471,5,-0.4821492190564183
481,5,-0.5307933692572409
491,5,-0.277829455615199
501,5,-0.020046553827743098
511,5,-0.1804500967587671
521,5,-1.5951514964864877
531,5,-1.7995656673919798
541,5,-1.155703738353965
551,5,-1.1963795838031432
561,5,-1.5614576234237887
571,5,-1.2430351389350258
581,5,-0.37893773481157755
591,5,-0.10042411259322077
601,5,-0.3030226126635184
611,5,-0.05662018893986678
621,5,0.4701803072579931
631,5,0.7817851964442531
641,5,0.9969439215460564
651,5,0.9854152869065489
661,5,0.654633638211898
671,5,0.24575568155495414
681,5,-0.20927492988443236
691,5,0.45725542345136283
701,5,1.0480088620866403
711,5,1.7605827262410143
721,5,1.6984978629348708
731,5,0.6593231948758769
741,5,0.16171000785114586
751,5,0.003938242868341361
761,5,-0.3725198832351997
771,5,-0.7231746773605043
781,5,-0.7855812866448522
791,5,-0.559363023996423
801,5,-0.07456445705612201
811,5,0.7508608403972858
821,5,0.7915781728135171
831,5,-0.029868296941866077
841,5,-0.5632151547059057
851,5,-1.0296108181514976
861,5,-0.4184572274502038
871,5,-0.7778203057119435
881,5,-1.9601233438638312
891,5,-2.021984629079
901,5,-1.1026325304646019
911,5,-0.5260126772399996
921,5,0.04455737490335396
931,5,0.7573174802050047
941,5,1.441464308945808
951,5,1.5920461970761217
961,5,1.1167765541808485
971,5,0.8416960379589715
981,5,0.649581357046004
991,5,0.4132136744609039
1001,5,0.2802955538876915
1011,5,0.041733230658938136
1021,5,0.04234728604626287
1031,5,-0.642095612880334
1041,5,-0.8040499730417799
1051,5,-0.6660428210672853
1061,5,0.015922310641712734
1071,5,1.4813476451213086
1081,5,2.4141223761808726
1091,5,2.873635469756496
1101,5,2.3335351709080574
1111,5,0.41505297501818095
1121,5,-0.43190581042567117
1131,5,-0.3162266543025488
1141,5,-0.2402795349252601
1151,5,0.3010110019503115
1161,5,0.08281798692081907
1171,5,-1.0192801729977605
1181,5,-1.6717041449103278
1191,5,0.6820908125277044
1201,5,1.386179613614921
1211,5,1.4690306790806054
1221,5,1.1154913560444275
1231,5,0.9649929348289398
1241,5,0.8241957009533958
1251,5,0.8771331145742611
1261,5,1.2204940196573884
1271,5,0.9129282505155881
1281,5,-0.044542859005425824
1291,5,-0.3127571775370188
1301,5,-0.013112914470683945
1311,5,-0.0070364451802135
1321,5,-0.07643581545067897
1331,5,-0.42635390389415656
1341,5,-1.2009282881939782
1351,5,-1.7128547064057815
1361,5,-2.485961616647058
1371,5,-2.4273155118772136
1381,5,-2.012162409523914
1391,5,-1.2214691101489363
1401,5,-1.1167495303340784
1411,5,-1.7255602282103324
1421,5,-1.3282254177712889
1431,5,-0.060581777530107656
1441,5,0.17500342890610068
1451,5,-0.41324908875332395
1461,5,-0.09736420126968863
1471,5,0.8789658627796361
1481,5,1.234281392746999
1491,5,1.1923761554821912
1501,5,1.3401414280488522
1511,5,1.494662743472834
1521,5,1.4940241884871983
1531,5,1.3922930817615524
1541,5,1.3737716953872314
1,6,0.08964188864359651
11,6,0.08964188864359651
21,6,0.08964188864359651
31,6,0.08964188864359651
41,6,0.08964188864359651
51,6,0.08964188864359651
61,6,0.08964188864359651
71,6,0.08964188864359651
81,6,0.08964188864359651
91,6,0.29453735015535826
101,6,0.0725880136575021
111,6,-0.14936132284035408
121,6,0.055534138671407725
131,6,0.27748347516926386
141,6,0.4994328116671201
151,6,0.2603673597635122
161,6,0.448177826079351
171,6,-0.8444685600584637
181,6,-0.2535597282891611
191,6,-0.5313497655204416
201,6,-1.5733599275109678
211,6,-1.1846609492883555
221,6,0.536390080651564
231,6,0.6477246135708234
241,6,-0.5885846610558597
251,6,-0.7412961882987509
261,6,-0.2411573127565129
271,6,0.211562762045678
281,6,0.993705910879124
291,6,1.1807535489242182
301,6,0.6760641491261246
311,6,0.23070414448943022
321,6,-0.3753463006234936
331,6,-0.3054974539140338
341,6,1.2949197983345728
351,6,0.028630264192731413
361,6,-0.3670270836644715
371,6,-0.2565959619886365
381,6,0.26010181912432145
391,6,1.5650682372088311
401,6,1.2036153670835164
411,6,-0.9038457081983148
421,6,-1.5723055452528296
431,6,-1.1908643427450685
441,6,-1.0230007699293313
451,6,-0.530199304970421
461,6,-0.21686856211140307
471,6,-0.20039679764267518
481,6,0.04808220772626753
491,6,0.3992214377158974
501,6,0.46700560362118887
511,6,2.491114567369047
521,6,1.8028760663105212
531,6,1.4226538042805879
541,6,1.1927190120949103
551,6,0.9644501946049281
561,6,0.9087649246544115
571,6,0.5993182519493976
581,6,0.04072692556877937
591,6,-0.44025038231257657
601,6,-0.9191747445191375
611,6,-1.154812141537943
621,6,-1.0734818579952594
631,6,-0.6593541642909738
641,6,0.19546998100871338
651,6,0.3327978616817203
661,6,-0.29721335183571257
671,6,-0.6498143446646525
681,6,-0.054333609568314234
691,6,-1.56099306670108
701,6,-1.967570049744827
711,6,-1.6708474743920356
721,6,-1.4557384600047958
731,6,-0.9065039333487701
741,6,-0.34006401905470657
751,6,0.20946494306200525
761,6,0.496190296117433
771,6,0.40549759674987024
781,6,0.45645163332031863
791,6,0.5665119807383265
801,6,0.32080121076459167
811,6,-0.23001254625476059
821,6,-0.3647621156700769
831,6,-0.10058664845133215
841,6,0.07177027344563595
851,6,-0.20396355775695238
861,6,0.2839381496434538
871,6,0.7758658585849401
881,6,1.3897865768359836
891,6,1.571838320746475
901,6,1.1907244073787955
911,6,1.0838545128718846
921,6,1.1124794370823805
931,6,0.3992964787337371
941,6,-0.9960787623935656
951,6,-1.5940598196036824
961,6,-1.4610223544626542
971,6,-1.1688209374696727
981,6,-0.3960589551972066
991,6,-0.21236743366385957
1001,6,-0.7081351285765709
1011,6,-0.9483150843207766
1021,6,0.6693891852623095
1031,6,0.7553464661411129
1041,6,0.742549332814804
1051,6,0.6483111205656659
1061,6,0.8775747150720998
1071,6,1.4301505631417963
1081,6,1.6594955869575612
1091,6,1.613430273136065
1101,6,1.209717448049675
1111,6,0.2856496421144789
1121,6,0.2085893992940293
1131,6,1.005596800378527
1141,6,0.5815016789226626
1151,6,-0.8875391195431759
1161,6,-1.6713357680525425
1171,6,-2.0782729533472755
1181,6,-1.993838438764738
1191,6,1.517997043767606
1201,6,0.7301523693368368
1211,6,0.5216867571200358
1221,6,0.6829137791390056
1231,6,0.895962296599495
1241,6,1.3869618300739197
1251,6,1.435686251882693
1261,6,0.9980874486164278
1271,6,0.2890337179009105
1281,6,-0.8862713384272645
1291,6,-1.184188444172188
1301,6,-0.5192186928971219
1311,6,-0.6576166306427498
1321,6,-1.3641761048812904
1331,6,-1.7225859690543006
1341,6,-1.996300421361476
1351,6,-2.1039540161571386
1361,6,-3.7920590156441834
1371,6,-1.8741909173836677
1381,6,-0.5472401219777717
1391,6,0.6766906077006873
1401,6,0.9897512325815558
1411,6,-0.12750409773666038
1421,6,-0.8394339077201945
1431,6,-1.4576988072985533
1441,6,-1.2969028266581748
1451,6,0.027187596221343636
1461,6,0.4545280916951147
1471,6,0.17029482437689353
1481,6,0.36112055596392206
1491,6,0.6941065493264478
1501,6,0.8979680888146843
1511,6,1.0965663013477118
1521,6,1.1743319294574046
1531,6,1.0985387343574933
1541,6,1.0537293807919097
1,7,0.039318335168107975
11,7,0.039318335168107975
21,7,0.039318335168107975
31,7,0.039318335168107975
41,7,0.039318335168107975
51,7,0.039318335168107975
61,7,0.039318335168107975
71,7,0.039318335168107975
81,7,0.039318335168107975
91,7,0.25026634983448637
101,7,0.021754959724773947
111,7,-0.20675643038493846
121,7,0.46121436450086484
131,7,0.33817698172434146
141,7,0.2151395989478183
151,7,0.6018463742784503
161,7,0.4436509890575308
171,7,1.0466894373702937
181,7,0.8696788010080347
191,7,0.10817480686400034
201,7,-1.2889156148144951
211,7,-1.6369777813026039
221,7,-0.8836524197226485
231,7,-0.25778764974398377
241,7,0.6145723454837938
251,7,0.726159573443931
261,7,-0.1559989102283239
271,7,-0.5052584618402745
281,7,-0.5629252527956211
291,7,-0.2221915084160635
301,7,0.8081782666462428
311,7,0.3919053318677214
321,7,-1.5059148304637557
331,7,-1.3914352638663878
341,7,2.1914984900734082
351,7,0.13898122581374966
361,7,-0.2161106613154039
371,7,0.666706381903287
381,7,0.07354349916198077
391,7,-1.516094725380317
401,7,-1.5364948874713444
411,7,-0.233109603844722
421,7,0.03820433522145521
431,7,-0.362690689946108
441,7,-0.26863280479243895
451,7,-0.026906260254068944
461,7,-0.2619774954164488
471,7,-0.8919740210248104
481,7,-1.1545974665985006
491,7,-1.1159737182186735
501,7,-0.6560771554522162
511,7,-1.0069182680294935
521,7,-1.5491510316091581
531,7,-1.637296596888286
541,7,-1.4491851372095679
551,7,-1.1783538637027584
561,7,-0.6608136174489299
571,7,-0.6860176863320994
581,7,-1.3042102047902437
591,7,-1.0116945350497961
601,7,0.10356716562293043
611,7,0.6330165979409147
621,7,0.8013307480608081
631,7,0.6107267098089649
641,7,-0.2099051170319696
651,7,-0.40255848329394145
661,7,0.01858989830734162
671,7,0.2953726544733214
681,7,-0.1788414931438412
691,7,0.24149029956554655
701,7,0.86987945323255
711,7,1.8311386418836375
721,7,1.8561387056851244
731,7,0.8097398481052546
741,7,0.3992807229530134
751,7,0.3728774130648059
761,7,0.05041847793396509
771,7,-0.30866464143582134
781,7,-0.6242235499377592
791,7,-0.9425642182024958
801,7,-0.6176967290137336
811,7,0.42489616412976633
821,7,0.6190998317479036
831,7,0.025433596172925836
841,7,-0.3672832478998581
851,7,-1.0611463310990903
861,7,-1.3973911851833383
871,7,-1.3212479129218309
881,7,-0.9293180352119634
891,7,-0.824922110807864
901,7,-0.9191877464411463
