Year_Bin,Realization,KPC1_norm
1,1,-0.572945701732789
11,1,-1.0602421702594493
21,1,-1.5475386387861099
31,1,-2.2438226216362778
41,1,-1.2691017852473856
51,1,-0.2943809488584934
61,1,0.2625780244426694
71,1,0.8195369977438323
81,1,1.376495971044995
91,1,-1.5475386387861099
101,1,-2.2436947223007064
111,1,-2.939850805815303
121,1,-0.9906649317086612
131,1,-0.9906649317086612
141,1,-0.9906649317086612
151,1,1.7942152010208672
161,1,0.19291551966816697
171,1,-0.8850621009515371
181,1,0.7000857826981012
191,1,-0.06412497135053181
201,1,1.8691835372404284
211,1,-0.9195392961889985
221,1,0.6450214643804266
231,1,-1.196000980028197
241,1,1.1667423290577927
251,1,0.8210245344362604
261,1,-0.45904570762365293
271,1,1.5527746758870276
281,1,-0.17474491168904288
291,1,0.12753082699958826
301,1,0.2731371794494378
311,1,-1.4798857736753728
321,1,-1.2433662769319038
331,1,1.8571584164551556
341,1,-0.5795530735710805
351,1,-1.3235462889476557
361,1,-0.9652749261251128
371,1,0.25536023315895073
381,1,0.7104058535414567
391,1,-1.126604293556707
401,1,0.8109643771568461
411,1,-0.9301609003702814
421,1,-1.2512062281178962
431,1,0.061898688324079944
441,1,1.633001392331159
451,1,1.1554589873978336
461,1,1.3856209554804195
471,1,1.0241073559664067
481,1,1.7335276463522253
491,1,-0.8289755196436268
501,1,0.14220077863078817
511,1,-0.9340192698496008
521,1,-1.3850515708466666
531,1,-1.0925391855661561
541,1,-1.2666674038761458
551,1,-0.4601084651467203
561,1,-1.1098043046615644
571,1,0.44181613750439824
581,1,0.5873035298409569
591,1,1.5934856786829077
601,1,1.6850065871239452
611,1,0.44175630994115206
621,1,0.3516468995331479
631,1,0.2764222781585395
641,1,-0.28069847482331606
651,1,-0.5499653810823156
661,1,-0.9557671845295371
671,1,-0.45247249143484647
681,1,1.2454144046445517
691,1,1.3223299715065044
701,1,1.1228242570889195
711,1,1.297557910708154
721,1,0.845473220371841
731,1,0.9296327947148838
741,1,1.0929673449998494
751,1,0.8472154459571439
761,1,0.5462283624288345
771,1,0.47755218381385317
781,1,-0.014457717953425353
791,1,0.5850175759049808
801,1,1.213642705892994
811,1,0.7645879264308862
821,1,-0.9845102431907685
831,1,-1.5976694446179507
841,1,-1.6752274877394966
851,1,-0.9676318189658738
861,1,-1.3183443160010844
871,1,-1.4345392184635117
881,1,-1.399877127489402
891,1,-0.7936662585866866
901,1,-0.8475207710589869
911,1,-0.961966327944911
921,1,0.033860614616277845
931,1,0.8887941820095564
941,1,0.8423873388593898
951,1,1.4895015916077607
961,1,0.15348822757146172
971,1,1.1351794845780248
981,1,1.442419069574559
991,1,0.4879115200010214
1001,1,1.0188827392217614
1011,1,0.6953037599195812
1021,1,-0.236202598643716
1031,1,-0.8684665304906362
1041,1,-0.6742149588659024
1051,1,0.5375450227133127
1061,1,0.4360460727970482
1071,1,0.8687826864942074
1081,1,1.4376410984654397
1091,1,1.243563226121115
1101,1,1.0492373451763508
1111,1,0.6909502465843235
1121,1,-0.1471348348059499
1131,1,-0.027421144477583766
1141,1,0.49591114194849445
1151,1,1.4823384649789337
1161,1,0.0958303471648482
1171,1,-0.4933998839492937
1181,1,-1.2651867875182492
1191,1,0.012777490682111613
1201,1,0.02334725920382673
1211,1,-0.14724507266064268
1221,1,0.395199047918922
1231,1,0.6582750834071492
1241,1,-0.8124257442176873
1251,1,-0.8113093478904257
1261,1,-0.7641365136495862
1271,1,0.04582987997810275
1281,1,-0.05319083997945636
1291,1,-0.4955701499537961
1301,1,-0.9656432408782583
1311,1,-0.9117760776969025
1321,1,-0.7080454928916389
1331,1,-0.19924995098281167
1341,1,0.19664339624110982
1351,1,0.5295049224803065
1361,1,-0.4262742305420934
1371,1,-0.7949738453989328
1381,1,-0.3541066821283198
1391,1,-0.4275329632755795
1401,1,0.2891988190942082
1411,1,-0.7613763988577064
1421,1,-0.8371127508490163
1431,1,-1.1584660290620852
1441,1,-0.8926224031043939
1451,1,0.20572293239605866
1461,1,0.509105921172871
1471,1,1.0104366853169513
1481,1,0.3925508049589131
1491,1,0.9586729749813312
1501,1,1.5880287512586877
1511,1,0.5900558721217403
1521,1,1.4896946766863906
1531,1,0.5051562562399413
1541,1,-0.1308121947356147
1,2,-0.48005313265284555
11,2,0.03628178363224392
21,2,0.5526166999173334
31,2,-0.33260588691651355
41,2,-1.2915520966185265
51,2,-2.2504983063205395
61,2,-1.9062750287971464
71,2,-1.5620517512737535
81,2,-1.2178284737503606
91,2,-2.8408264016817224
101,2,-2.1769094615563374
111,2,-1.5129925214309519
121,2,-2.2504983063205395
131,2,-1.2176936956463968
141,2,-0.1848890849722541
151,2,1.5855560886954398
161,2,-0.7013587793613074
171,2,-1.4837452081238998
181,2,-0.04160361532376628
191,2,-0.4427596157784344
201,2,1.189224697249403
211,2,0.5265268777438803
221,2,0.2088299978912187
231,2,0.27282751850066234
241,2,1.355279290971174
251,2,1.2772145267164772
261,2,-0.7552068632344007
271,2,1.4406033747935498
281,2,0.6542483050528264
291,2,-1.1541221030761257
301,2,-0.4287854668364116
311,2,0.6097973743973197
321,2,0.4382742624418621
331,2,0.7806091131131575
341,2,-1.6699803245990523
351,2,-0.0498890984645208
361,2,-0.5738134210353936
371,2,0.18094359329816606
381,2,0.13224514652835934
391,2,1.7651959964841857
401,2,1.6129227385590994
411,2,-0.5478426602373183
421,2,0.7623470412178135
431,2,-1.1062451044094028
441,2,-0.5484864838705918
451,2,-0.6278656263534994
461,2,0.6678064683195588
471,2,-0.44865585255134327
481,2,1.485514291514196
491,2,0.29736231086408216
501,2,1.386525260781226
511,2,1.9307862939759377
521,2,1.9426244536823045
531,2,0.8896423551662848
541,2,1.733622575932303
551,2,0.5379079493743579
561,2,0.9408470486166958
571,2,1.2066802423291316
581,2,-0.4819992969424177
591,2,-0.08604141876219584
601,2,-0.9791776134549024
611,2,-0.5992602316257846
621,2,-0.6494485139339244
631,2,-0.9108767493595629
641,2,-0.6586318096885369
651,2,0.6497453796240591
661,2,0.688203360241268
671,2,0.12731304072644758
681,2,-0.7784302316732636
691,2,-1.6345868367139011
701,2,-1.4228513941867393
711,2,-1.6283400452184393
721,2,-0.22983283433820936
731,2,-0.8125036212512495
741,2,-0.9635260573701923
751,2,-0.5509526248568719
761,2,0.05396116399196038
771,2,0.9198465749497855
781,2,0.4113830134392291
791,2,-0.21083712510393454
801,2,-0.14269696495732317
811,2,0.627746882655165
821,2,1.4831529749668335
831,2,1.777618355108887
841,2,1.13709975422364
851,2,0.3253153420178844
861,2,0.04838721801056483
871,2,0.2684548230401003
881,2,-0.19400902150146918
891,2,-0.004120022969125301
901,2,-1.0505169345350172
911,2,-0.5854278839366497
921,2,-0.933570555094148
931,2,-0.26031373976629946
941,2,0.5961006413320418
951,2,0.5122530022999552
961,2,1.7880348969917348
971,2,1.1482469828464543
981,2,1.8272213163732522
991,2,0.6091822787290659
1001,2,1.3122963723719363
1011,2,0.2519480806815961
1021,2,-0.04391325401699552
1031,2,-0.1497251671763881
1041,2,-0.4097673335021692
1051,2,-0.2679161204960607
1061,2,-0.8621963261828157
1071,2,-1.0549025468922582
1081,2,-0.6741502906747252
1091,2,-1.1520891717474406
1101,2,-1.058249620977558
1111,2,-0.6172293173580027
1121,2,-0.6355907815906063
1131,2,-0.10168838462534158
1141,2,0.6727019693505106
