#IPO reconstruction from Vance et al. (2021) Communications Earth & Environment.

#Year	IPO (mean)	Std Dev
120.0	0.601853428703	0.709588826712
121.0	0.446385824968	0.722912933396
122.0	0.361301365229	0.73730826821
123.0	0.297796006081	0.697871069598
124.0	0.273876279366	0.676879241899
125.0	0.239562883491	0.693705245917
126.0	-0.235869279119	0.72712127616
127.0	-0.226507180639	0.707663737408
128.0	-0.20035852759	0.686603688228
129.0	-0.210171954676	0.709310650723
130.0	-0.237806099867	0.710455672359
131.0	-0.281552316078	0.689753707961
132.0	-0.281536618828	0.698948552518
133.0	-0.27961009776	0.68805404482
134.0	-0.227215123894	0.709619547273
135.0	-0.153567540592	0.701391217019
136.0	0.0455004631601	0.719684650389
137.0	0.381532726594	0.71018460718
138.0	0.820170922628	0.713936499272
139.0	1.356258293	0.704284983042
140.0	1.93095693647	0.714052534291
141.0	2.2827077755	0.699492564587
142.0	1.74968105189	0.701899975664
143.0	1.38786198058	0.697229865199
144.0	1.34675129063	0.709129006769
145.0	1.23604719445	0.682519739649
146.0	1.09862318987	0.707861773496
147.0	0.923359151212	0.696634504209
148.0	0.798647040255	0.683168755927
149.0	0.636833192661	0.697584045527
150.0	0.526934334857	0.704060544922
151.0	0.404900763688	0.701576169145
152.0	0.381512438371	0.692713327524
153.0	0.554233853002	0.693208769081
154.0	0.679906347377	0.674964909663
155.0	1.20128021988	0.704357050529
156.0	1.23619685621	0.694921583011
157.0	1.17466851895	0.757087833738
158.0	1.03808462643	0.701538488954
159.0	0.837830027494	0.706762662539
160.0	0.594426935702	0.685777765598
161.0	0.31114739358	0.668875975599
162.0	0.29823719487	0.703066231617
163.0	0.326290872548	0.682761572971
164.0	0.338264486661	0.711464704203
165.0	0.371836202415	0.724238763472
166.0	0.424687854887	0.701962764273
167.0	0.0418537970192	0.680183868482
168.0	0.131159860814	0.719004642652
169.0	0.278426744956	0.704209898513
170.0	0.371968755198	0.677379395728
171.0	0.376809424021	0.72677253602
172.0	0.319995694097	0.716305475638
173.0	0.243406441257	0.71513448554
174.0	0.0775661636558	0.720173514579
175.0	0.420935382289	0.689720974425
176.0	0.366820626516	0.695873120027
177.0	0.341489616698	0.693256076144
178.0	0.304364210233	0.691094863882
179.0	0.320396139971	0.68648800306
180.0	0.328099959955	0.692770436924
181.0	0.352305869385	0.714538002979
182.0	0.385329946291	0.713269329558
183.0	-0.0360670628164	0.676856224753
184.0	0.0446931389387	0.717861282423
185.0	0.136733469382	0.697058944063
186.0	0.205161096047	0.66401851617
187.0	0.247374907617	0.693573438112
188.0	0.234504100525	0.708344473884
189.0	0.226487147874	0.676402873928
190.0	0.209405134665	0.692476860431
191.0	0.133834377762	0.699653190401
192.0	0.0843053869818	0.726750043522
193.0	-0.00111853380639	0.700476157745
194.0	-0.0409424773006	0.701879666918
195.0	-0.0048323099154	0.68844677833
196.0	0.0548192451097	0.688702126877
197.0	0.129709411767	0.693853965854
198.0	0.302292920296	0.694267224408
199.0	0.565862517752	0.698886836199
200.0	0.810413968512	0.688720780686
201.0	0.998401253213	0.71015737139
202.0	1.02314449621	0.704785940779
203.0	0.965347202249	0.694666717575
204.0	0.739378413719	0.665124172195
205.0	0.500785378297	0.690016145077
206.0	0.250685095844	0.697988886016
207.0	0.00476152261122	0.695030840916
208.0	0.0240653793563	0.707315189617
209.0	0.109873915849	0.713051320795
210.0	0.263046822266	0.707096785633
211.0	0.4278213802	0.678609879677
212.0	0.607645301372	0.725480385393
213.0	0.757051083994	0.711352870075
214.0	0.805674944497	0.70752449237
215.0	0.791148003103	0.718826176916
216.0	0.691608354442	0.69956847666
217.0	0.544387197541	0.703949599943
218.0	0.394666422438	0.692090636151
219.0	0.231857174201	0.661304250941
220.0	0.062757445042	0.706915339756
221.0	-0.0202192126251	0.707995309681
222.0	0.175711020412	0.709843051076
223.0	0.36622480616	0.683124348778
224.0	0.348301392888	0.695016725061
225.0	0.347850399073	0.711598184162
226.0	0.337160611428	0.708200177994
227.0	0.335601923156	0.710254274149
228.0	0.339486664453	0.7144302792
229.0	0.315993893835	0.688095347941
230.0	0.289396615456	0.689821228524
231.0	0.280572011421	0.735160193789
232.0	0.462149413336	0.681398045002
233.0	0.948711097648	0.690064961547
234.0	1.29347480606	0.71781500282
235.0	0.979792209691	0.694173875147
236.0	0.71465408302	0.693326895054
237.0	0.536874622804	0.712696065363
238.0	0.450478919612	0.718845201697
239.0	0.416064553862	0.689891944568
240.0	0.448265971547	0.681572046127
241.0	0.588052898729	0.682016567877
242.0	0.787421121664	0.6700025608
243.0	1.02093166713	0.690003516843
244.0	1.32820753654	0.717109535968
245.0	1.28482077157	0.699252950995
246.0	1.18876617798	0.726163231411
247.0	1.05024109624	0.708847833134
248.0	0.927438411458	0.69061998665
249.0	0.851975921995	0.684841655227
250.0	0.763721479545	0.686984411698
251.0	0.681548203151	0.69147146759
252.0	0.598677319784	0.703428790314
253.0	0.610139308856	0.707914657358
254.0	0.614531579929	0.663414313456
255.0	0.637644375013	0.708568539245
256.0	0.64060685113	0.691317925804
257.0	0.662581272883	0.699816485283
258.0	0.624340368262	0.687644837723
259.0	0.611966599431	0.701244077391
260.0	0.575655288607	0.706499896296
261.0	0.501386730606	0.711761606847
262.0	0.468512780994	0.686795627169
263.0	0.472503720171	0.703172205764
264.0	0.473360146268	0.698485750042
265.0	0.51024882101	0.718396226177
266.0	0.555032835586	0.69039184085
267.0	0.562515875938	0.735122280318
268.0	0.554381355331	0.713783128181
269.0	0.562182300222	0.71285788004
270.0	0.480787587907	0.700230243825
271.0	0.867576270908	0.707335967595
272.0	1.47097947158	0.694007894826
273.0	0.914728114301	0.697396439528
274.0	0.387123881745	0.689103771337
275.0	-0.0876130471989	0.713517904497
276.0	-0.436418116976	0.6870335487
277.0	-0.616532774291	0.704147626164
278.0	-0.764621763356	0.714764166743
279.0	-0.90348878816	0.682627896869
280.0	-0.503277069946	0.692719225285
281.0	-0.55384929966	0.704385607129
282.0	-0.573717897801	0.710600627586
283.0	-0.561460535814	0.709175819903
284.0	-0.534006622209	0.704288315192
285.0	-0.45480623589	0.681807819743
286.0	-0.3777513543	0.70829322251
287.0	-0.134831068778	0.709048491732
288.0	0.0840627945689	0.708373539239
289.0	0.338136730037	0.682836710873
290.0	0.553953851275	0.706461060783
291.0	0.700365610486	0.718479793449
292.0	0.841503718128	0.690060834879
293.0	0.897954340302	0.678539933393
294.0	0.908133497035	0.72995806404
295.0	0.84659785752	0.717512809153
296.0	0.780739616257	0.716007845255
297.0	0.659634132794	0.698096429775
298.0	0.513613841459	0.720036121919
299.0	0.349574012218	0.698573352088
300.0	0.26855585229	0.715671249209
301.0	0.252873442786	0.706052166663
302.0	0.303136126453	0.710375559806
303.0	0.430535715689	0.658801872649
304.0	0.633232358596	0.698322152724
305.0	0.863875218786	0.691027617535
306.0	1.14511360365	0.700792836599
307.0	1.22875048951	0.70788552844
308.0	0.899982376695	0.713376051465
309.0	0.525514242071	0.688978082031
310.0	0.223694833776	0.716900707836
311.0	0.169699897593	0.669683821851
312.0	0.120020787802	0.695700173106
313.0	0.129497307152	0.724211774904
314.0	0.126222780551	0.697497038803
315.0	0.159866456531	0.692054066589
316.0	0.497397477482	0.706800686671
317.0	0.958773712688	0.683075102628
318.0	1.41920641863	0.680405075047
319.0	1.1503167697	0.736219193272
320.0	0.881594626038	0.689442287064
321.0	0.264027593249	0.710079636814
322.0	0.201687627552	0.710551944367
323.0	0.211741490506	0.714420060807
324.0	0.287083371308	0.740315220314
325.0	0.460789550884	0.706745708226
326.0	0.663210122837	0.704237983807
327.0	0.876080876943	0.723662158677
328.0	1.12926979725	0.688530290459
329.0	1.34717867333	0.689820956705
330.0	1.57723845572	0.71012299909
331.0	1.83252509683	0.70116974388
332.0	2.07760101223	0.718735771287
333.0	1.77606208437	0.703041516319
334.0	1.47856618498	0.706220835794
335.0	1.20209794345	0.690659128726
336.0	0.94780964888	0.703500849402
337.0	0.808462370105	0.700338331417
338.0	0.624442951176	0.694107131902
339.0	0.386030867538	0.703700177664
340.0	0.151344958821	0.705826262889
341.0	0.407774062269	0.709904264548
342.0	0.341051414061	0.678705581501
343.0	0.270854297883	0.736492131265
344.0	0.274382254902	0.6895493976
345.0	0.250912755644	0.704063360816
346.0	0.262063761393	0.700666386312
347.0	0.286706615732	0.708056784247
348.0	0.318929531894	0.70933441067
349.0	0.33069319165	0.723175936909
350.0	0.350879083045	0.727146915357
351.0	0.354851839544	0.685465438215
352.0	0.346540843169	0.706026797443
353.0	0.340149032312	0.720974708308
354.0	0.289134592087	0.694330618219
355.0	0.262141294972	0.712647015984
356.0	0.250559784567	0.717053958271
357.0	0.224347280377	0.695978225139
358.0	0.237969294613	0.705472111487
359.0	0.287909385649	0.706273585072
360.0	0.336219551965	0.703553796667
361.0	0.395701289202	0.71186408098
362.0	0.0696285516012	0.680054913213
363.0	0.962613869373	0.696003127388
364.0	1.2664391134	0.697311002131
365.0	0.84808961648	0.695974389689
366.0	0.443512928139	0.695337625881
367.0	0.0548977585513	0.70260329167
368.0	-0.310729116029	0.705370376926
369.0	-0.506276678385	0.703660102168
370.0	-0.674412431591	0.674085759926
371.0	-0.289148773538	0.712343810125
372.0	-0.27234496329	0.717145644779
373.0	-0.175907804979	0.689251906211
374.0	0.0250109852401	0.70916740473
375.0	0.255589906454	0.684408854681
376.0	0.491608154389	0.715874970388
377.0	0.742929296288	0.687522846756
378.0	0.463791596498	0.716598774835
379.0	0.744637783963	0.736295694452
380.0	1.00280317449	0.729922428443
381.0	1.19984472679	0.69339109563
382.0	1.34683635572	0.688683207758
383.0	1.43138404696	0.706740960839
384.0	1.46757258469	0.698151189989
385.0	1.41786860596	0.714607071948
386.0	1.31396186323	0.693373516379
387.0	1.20041845063	0.712068635576
388.0	1.08457502385	0.704051916245
389.0	1.01100234158	0.706307654026
390.0	1.03011326325	0.680988823795
391.0	1.09766079236	0.710344235511
392.0	1.22197430221	0.738250812964
393.0	1.4151949684	0.721981623377
394.0	1.29340072209	0.71579125453
395.0	0.848957967475	0.69793858064
396.0	0.453365451413	0.68143872171
397.0	0.223855695132	0.694452928281
398.0	0.218622980448	0.713464615253
399.0	0.198216391217	0.673952318355
400.0	0.189173229627	0.695142527441
401.0	0.204670693511	0.695309843035
402.0	0.237526234212	0.69486445702
403.0	0.283188660273	0.728735078591
404.0	0.350947485398	0.722704464313
405.0	0.420270602159	0.681021804366
406.0	0.543088875675	0.715965661887
407.0	0.669694297405	0.683893857507
408.0	0.736285407412	0.687094745127
409.0	0.84913474258	0.68621307384
410.0	0.905177323218	0.69696745938
411.0	0.964726349515	0.681866014893
412.0	1.01633133114	0.704640766755
413.0	1.02881345888	0.714149845162
414.0	1.05611777622	0.708220820996
415.0	1.06196250957	0.712324868591
416.0	1.11201589955	0.685048753655
417.0	1.44367863139	0.709060712698
418.0	1.86742022813	0.709658573092
419.0	2.22368930331	0.701137389024
420.0	2.25795076376	0.701885851236
421.0	2.15620470315	0.686826212419
422.0	2.09755941574	0.712541101468
423.0	2.13865684875	0.683865769711
424.0	2.17585603667	0.688290450243
425.0	2.22932946916	0.710192184197
426.0	2.27801794191	0.722787242916
427.0	2.32009868266	0.701056714061
428.0	2.23117536953	0.716673287526
429.0	2.04994168756	0.718652742448
430.0	1.87293200677	0.703359622651
431.0	1.71955786743	0.710440494832
432.0	1.61037793313	0.716088304682
433.0	1.52174039152	0.718362566064
434.0	1.50960143003	0.695412319978
435.0	1.49187869734	0.694700370382
436.0	1.37349288924	0.702521962791
437.0	1.2105840335	0.739034165304
438.0	1.01955494634	0.690129916496
439.0	0.805858748123	0.707869357874
440.0	0.561064955171	0.747139402356
441.0	0.282312822077	0.690466571673
442.0	-0.0310911605862	0.723983967739
443.0	-0.411296325403	0.683278628927
444.0	-0.228352401828	0.712866297668
445.0	-0.388956106395	0.700077231403
446.0	-0.533622078151	0.682967050728
447.0	-0.634530593971	0.679487644912
448.0	-0.772030875223	0.702271787875
449.0	-0.859992554945	0.689657027548
450.0	-0.882489809752	0.747119507283
451.0	-0.857164435373	0.684926342813
452.0	-0.781363516064	0.736433979352
453.0	-0.667836254444	0.717270380388
454.0	-0.500026357991	0.719098404324
455.0	-0.247691297138	0.710862825244
456.0	0.0193062955377	0.694080248841
457.0	0.241942572815	0.696529928665
458.0	0.0735739223557	0.687466342026
459.0	0.412755737595	0.696167072909
460.0	0.644103507125	0.682630346716
461.0	0.765129055684	0.708929052841
462.0	0.81944652641	0.712012192889
463.0	0.719774732079	0.726697395988
464.0	0.594084846396	0.678002186362
465.0	0.457589704226	0.705372377451
466.0	0.348347561213	0.682209133109
467.0	0.328869116907	0.703847967076
468.0	0.379694107576	0.693676766051
469.0	0.51288896809	0.698565850423
470.0	1.21810815321	0.700056931598
471.0	1.48115838755	0.747854930742
472.0	1.45039107941	0.714677309858
473.0	0.810441590549	0.693003751309
474.0	0.815989698699	0.712890116658
475.0	1.01625715945	0.695143118225
476.0	1.29554584061	0.658901552629
477.0	1.11106803191	0.706964904178
478.0	0.791035053862	0.697923482718
479.0	0.39841286376	0.716118091907
480.0	-0.0501866050558	0.714228140061
481.0	-0.504725324225	0.705058106126
482.0	-0.284385330451	0.711546312306
483.0	-0.459239083978	0.710035316517
484.0	-0.600693172427	0.719073570945
485.0	-0.701685818145	0.697892432288
486.0	-0.763061696005	0.696987179436
487.0	-0.822724333653	0.720382911172
488.0	-0.850975870064	0.700475706925
489.0	-0.896475194847	0.695681723122
490.0	-0.92193940902	0.681334550689
491.0	-0.910139498724	0.684782613283
492.0	-0.897626432848	0.692183004355
493.0	-0.862672105874	0.683906517751
494.0	-0.787859460878	0.730049698003
495.0	-1.13588659741	0.708399095364
496.0	-0.971953021226	0.700955767929
497.0	-0.767553242836	0.70362326345
498.0	-0.481999139835	0.70095131421
499.0	-0.245001798162	0.681852319165
500.0	0.179959348558	0.694552126459
501.0	0.672224722619	0.697201176297
502.0	1.18200353948	0.697807856083
503.0	1.66830722336	0.697437453873
504.0	1.69576133498	0.727424549171
505.0	1.1949121519	0.726086518807
506.0	0.809622332133	0.697398930018
507.0	0.772583114467	0.708268295212
508.0	0.75703076164	0.745811814588
509.0	0.733049983166	0.697777539598
510.0	0.681590420255	0.673531673105
511.0	0.643255469947	0.722428120277
512.0	0.569517761051	0.728199619522
513.0	0.73497486644	0.695470862794
514.0	0.875994900827	0.705700067357
515.0	1.01314695243	0.707454122142
516.0	1.13256456564	0.694980195355
517.0	1.19580832209	0.681133869373
518.0	1.00636298309	0.738576391642
519.0	1.33515072275	0.717787779027
520.0	1.26847961979	0.714331154722
521.0	1.18809498621	0.690360883957
522.0	1.13910604144	0.713764109935
523.0	1.06240075245	0.710797612675
524.0	0.993137973243	0.712557910859
525.0	0.913567629035	0.697558562945
526.0	0.808628990008	0.691673708743
527.0	0.683730646777	0.683968456004
528.0	0.572743231623	0.707786068044
529.0	0.0202274978879	0.705378482897
530.0	-0.071247189361	0.698537863221
531.0	-0.141925942659	0.719252641147
532.0	-0.279176803047	0.667499291766
533.0	-0.344764380551	0.697318330677
534.0	-0.398998768773	0.716864269745
535.0	-0.49666711479	0.730054503778
536.0	-0.555794592648	0.715571295652
537.0	-0.63534351606	0.717028442301
538.0	-0.667059706781	0.706467544315
539.0	-0.681259319514	0.682029679902
540.0	-0.650370426182	0.701585545365
541.0	-0.558900759643	0.699881068128
542.0	-0.391873465451	0.716421268558
543.0	-0.276027665437	0.68443926946
544.0	-0.148610397079	0.712752074882
545.0	-0.0318417697586	0.690086306458
546.0	0.0169979958161	0.696357203955
547.0	0.531111402489	0.719602100033
548.0	0.529605954009	0.717439979041
549.0	0.536597484107	0.697821678376
550.0	0.491212236508	0.698757857978
551.0	0.434685096969	0.729371483345
552.0	0.40167513211	0.683276905082
553.0	0.367780553703	0.684815890612
554.0	0.411688586974	0.694943110894
555.0	0.485602314146	0.714094512317
556.0	0.585759996494	0.703177613158
557.0	0.726060092256	0.688774031051
558.0	0.907068465297	0.698799524806
559.0	1.08338008074	0.697420218738
560.0	1.21676819137	0.697433376372
561.0	0.996068112295	0.695950695868
562.0	0.802325926355	0.697788807807
563.0	0.633789158266	0.721113078156
564.0	0.555547727235	0.692043873349
565.0	0.510650832998	0.716317964932
566.0	0.588563601221	0.703881870335
567.0	0.716848710634	0.712017798754
568.0	0.893621968185	0.691074500238
569.0	1.19568424016	0.703760049663
570.0	1.30752264063	0.688996554444
571.0	1.25636450657	0.698761919912
572.0	0.792531021144	0.692158631246
573.0	0.966724059792	0.693452950358
574.0	1.11598765087	0.716876592897
575.0	1.20151660048	0.730018837267
576.0	1.23913943265	0.701779907805
577.0	1.26637689877	0.706661930631
578.0	1.21617809811	0.705460976569
579.0	1.05277069782	0.703879066109
580.0	1.04997718004	0.678775665224
581.0	0.597666470863	0.687751487679
582.0	0.201998239128	0.699293608775
583.0	0.166622689136	0.687335098274
584.0	0.183711941286	0.671500048893
585.0	0.2326535803	0.679161743269
586.0	0.311309702217	0.688613117793
587.0	0.396401116247	0.695648154199
588.0	0.0813475956971	0.743984013952
589.0	0.236899860342	0.705490236054
590.0	0.278136151032	0.711533093288
591.0	0.273667940143	0.705509029951
592.0	0.23058304277	0.722427414264
593.0	0.132755265641	0.698958507846
594.0	0.0628416643206	0.684769351531
595.0	0.00949737636511	0.718686469745
596.0	0.283897865616	0.697128078162
597.0	0.844393833551	0.690727400115
598.0	1.08610145101	0.710371299656
599.0	0.704106632046	0.702632211159
600.0	0.277413773933	0.697600441789
601.0	-0.131938119776	0.688821157698
602.0	-0.444993488758	0.719026013516
603.0	-0.617692275742	0.737967163827
604.0	-0.767902536762	0.728175955933
605.0	-0.893282241151	0.700259043596
606.0	-0.991751324237	0.708338992704
607.0	-1.01263538641	0.697511110052
608.0	-1.01221327277	0.729260515543
609.0	-0.456322315086	0.707092503886
610.0	-0.266343846218	0.699183939381
611.0	0.193158459377	0.709587067777
612.0	0.785103884566	0.715904207049
613.0	1.43044316764	0.680600317406
614.0	0.63517223284	0.688497391296
615.0	0.306724589304	0.695290844487
616.0	0.271955009227	0.687551038988
617.0	0.263811097754	0.66481024159
618.0	0.226300326461	0.734345650294
619.0	0.197746748074	0.722550450554
620.0	0.182159534268	0.707495656314
621.0	0.198272020661	0.696853634044
622.0	0.185228791099	0.712377159791
623.0	0.235124584287	0.686748091004
624.0	0.257828206692	0.735289106658
625.0	0.322734035248	0.70775290246
626.0	0.398348450417	0.687934350246
627.0	-0.0108695192048	0.735722792841
628.0	0.120787797065	0.706607764307
629.0	0.270461414124	0.686567871568
630.0	0.730763062372	0.72779701855
631.0	1.04819243468	0.713725440308
632.0	1.30141863316	0.708166994135
633.0	1.42674822806	0.697734402657
634.0	1.43987427144	0.697305484226
635.0	1.36178463372	0.69307403491
636.0	1.2259999204	0.710215055529
637.0	1.03811261671	0.692421507907
638.0	0.787616588602	0.68095292698
639.0	0.510958609358	0.703435579135
640.0	0.449069146674	0.714577377624
641.0	0.414042530787	0.697585103941
642.0	0.368412883335	0.685957140794
643.0	0.328091223374	0.713275228374
644.0	0.320588559143	0.710451422793
645.0	0.295794358753	0.716866176909
646.0	0.267271582622	0.721949794536
647.0	0.224529503178	0.675565546837
648.0	0.173554011591	0.71887251126
649.0	0.113053300692	0.726660109046
650.0	0.000758693167632	0.728205336249
651.0	0.866494454307	0.708900425865
652.0	1.26679043397	0.730585067949
653.0	1.41004092055	0.705413963474
654.0	1.17270011204	0.690978142505
655.0	1.07073078186	0.708711632299
656.0	1.04223800471	0.72133302222
657.0	1.1206649402	0.700627379568
658.0	1.33454382698	0.704465546731
659.0	1.34452860151	0.682521401659
660.0	0.881689857379	0.742235528057
661.0	0.398722955395	0.708664980219
662.0	0.358693674891	0.721953421219
663.0	0.308165970156	0.707068220386
664.0	0.267033184132	0.68871162129
665.0	0.20583565847	0.715397726935
666.0	0.140835959011	0.687029728723
667.0	0.0485734577933	0.698821377805
668.0	0.00251810145083	0.699384703572
669.0	-0.0673197257513	0.702115570836
670.0	-0.119301827111	0.702433159236
671.0	-0.10861960556	0.703437454477
672.0	-0.110815178454	0.682321115444
673.0	-0.0808448599003	0.67887663583
674.0	-0.0616147288999	0.709284822855
675.0	0.00243752331877	0.705594940634
676.0	0.0499883549215	0.710170120094
677.0	0.563934791652	0.706342458175
678.0	1.28426971668	0.700597937911
679.0	0.79575469133	0.707655945962
680.0	0.37792133112	0.719318741245
681.0	-0.00621555842743	0.700616006208
682.0	-0.298659132814	0.69226418818
683.0	-0.499028624826	0.713918481283
684.0	-0.552506318619	0.709619460334
685.0	-0.592330737683	0.726301260057
686.0	-0.590624888407	0.709088570172
687.0	-0.577700535295	0.691912747062
688.0	-0.459293340149	0.711744415777
689.0	-0.177184758102	0.701848058408
690.0	0.119009255514	0.686043595607
691.0	0.461241892737	0.69629055431
692.0	0.76165954942	0.702730853941
693.0	1.07859107363	0.692336105213
694.0	1.2890767885	0.683765115212
695.0	1.06376645355	0.703518232848
696.0	0.972778467635	0.705048888128
697.0	0.924802465044	0.686563135109
698.0	0.979683219752	0.691065398376
699.0	1.1300045716	0.728291478782
700.0	1.3624932948	0.704509589315
701.0	1.29321083259	0.688080655622
702.0	1.08296160213	0.68640521542
703.0	0.8196463606	0.70700874127
704.0	0.51725376234	0.703562037876
705.0	-0.195512932584	0.694090845879
706.0	-0.375733770144	0.686651132333
707.0	-0.398855412019	0.730418159284
708.0	-0.399522605616	0.683203098905
709.0	-0.369748110196	0.70078544221
710.0	-0.334173763695	0.679869494348
711.0	-0.344270054134	0.71333417097
712.0	-0.312141367084	0.726436963268
713.0	-0.285385225676	0.685398920973
714.0	-0.230048445033	0.725809554455
715.0	-0.10416998438	0.711424748112
716.0	0.234461187177	0.680535466794
717.0	0.612204703396	0.693013247177
718.0	1.05062555585	0.689757190688
719.0	0.967598137668	0.696580841977
720.0	0.372751994905	0.6705398633
721.0	0.316063689577	0.711015292919
722.0	0.311229455938	0.710453288143
723.0	0.293813346046	0.700416052355
724.0	0.296429600124	0.692950626024
725.0	0.315559021056	0.707863761884
726.0	0.369002616369	0.711951067333
727.0	0.386310040227	0.702834729602
728.0	-0.00519119977855	0.703414809184
729.0	0.10962271734	0.692638957379
730.0	0.217911572332	0.720144703964
731.0	0.317150940153	0.701378116436
732.0	0.397824471218	0.706457071773
733.0	0.484107164333	0.713077330395
734.0	0.545735699828	0.712094978658
735.0	0.58984049671	0.688659044843
736.0	0.62008890809	0.712435015917
737.0	0.62826390144	0.6950533426
738.0	0.596926861155	0.69299278077
739.0	0.608339746046	0.721172255445
740.0	0.598696855303	0.700700103854
741.0	0.634186988212	0.678173768974
742.0	0.724089490941	0.691675471559
743.0	0.827874422109	0.72036612399
744.0	1.11579565233	0.711135177797
745.0	1.62785890817	0.722794281907
746.0	2.18900986632	0.699945454711
747.0	2.40915948854	0.737092717299
748.0	2.26246869089	0.691997411603
749.0	2.0847043176	0.692099989361
750.0	1.88055150189	0.687186856097
751.0	1.70734454296	0.700119705574
752.0	1.55517578659	0.674418659652
753.0	1.43290962149	0.695695509313
754.0	1.34270329498	0.664332065438
755.0	1.2683496443	0.685427159579
756.0	1.26701073147	0.724220100939
757.0	1.27556829967	0.729865007548
758.0	1.34265995356	0.67133797656
759.0	1.42825255076	0.716771018661
760.0	1.50890255369	0.676802418319
761.0	1.64267651849	0.68484150724
